,label,cluster,id,c0.4,c0.3,c0.25,c0.1,c0.05,cluster.ordered,count,pgkb,drugbank,drug,gene
791,"(cyclosporin,inos)",3,280,3,3,3,4,5,20,16,0,0,cyclosporin,inos
2391,"(norepinephrine,comt)",13,281,14,14,14,20,24,11,22,0,0,norepinephrine,comt
2171,"(metformin,lkb1)",12,282,22,28,34,83,138,1,11,0,0,metformin,lkb1
145,"(anticholinergics,beta2)",5,283,21,26,31,63,225,14,10,0,0,anticholinergics,beta2
3497,"(zafirlukast,leukotriene)",4,284,4,60,69,161,226,8,61,0,0,zafirlukast,leukotriene
1111,"(elacridar,p-gp)",13,285,14,14,14,20,227,11,15,1,0,elacridar,p-gp
3375,"(troglitazone,cox-2)",16,286,18,24,43,162,228,25,9,0,0,troglitazone,cox-2
1145,"(estradiol,aromatase)",6,287,7,7,22,163,229,12,393,0,0,estradiol,aromatase
2938,"(ribavirin,ent1)",7,288,8,8,8,87,230,3,15,1,0,ribavirin,ent1
1736,"(icil-1ra,il-1)",23,289,32,41,49,164,231,16,26,0,0,icil-1ra,il-1
1884,"(indomethacin,abcc1)",4,290,6,6,6,139,232,8,6,0,0,indomethacin,abcc1
2215,"(metyrapone,cyp1a1)",8,291,9,9,9,165,233,17,10,0,0,metyrapone,cyp1a1
6,"(5-asa,cox-2)",8,292,38,61,70,166,234,17,8,0,1,5-asa,cox-2
1898,"(indomethacin,icam-1)",2,293,2,32,38,64,235,7,16,0,0,indomethacin,icam-1
1348,"(fludarabine,g-csf)",2,294,2,2,2,79,236,7,22,0,0,fludarabine,g-csf
44,"(aldosterone,ace2)",16,295,18,24,29,167,237,25,6,0,0,aldosterone,ace2
1291,"(fentanyl,p-gp)",15,296,16,27,33,168,238,10,16,0,0,fentanyl,p-gp
2152,"(menadione,egfr)",1,297,1,1,1,1,1,13,13,0,0,menadione,egfr
2073,"(losartan,mmp-2)",16,298,18,19,21,169,239,25,10,0,0,losartan,mmp-2
2948,"(riluzole,bcrp)",7,299,27,36,44,86,240,3,5,0,0,riluzole,bcrp
2225,"(miconazole,herg)",12,300,22,28,34,170,241,1,6,0,1,miconazole,herg
2798,"(quetiapine,abcb1)",24,301,36,52,60,171,242,4,6,0,0,quetiapine,abcb1
1434,"(furosemide,talh)",13,302,14,14,14,20,24,11,6,0,0,furosemide,talh
2023,"(lapatinib,p-gp)",18,303,24,31,71,172,243,21,9,0,0,lapatinib,p-gp
1475,"(gefitinib,her3)",20,304,26,35,42,173,244,9,7,1,0,gefitinib,her3
1529,"(genistein,hif-1)",4,305,6,6,6,17,20,8,7,0,0,genistein,hif-1
584,"(cisplatin,nm23-h1)",4,306,39,62,72,174,245,8,8,0,0,cisplatin,nm23-h1
1474,"(gefitinib,her2)",13,307,14,14,14,20,24,11,18,1,0,gefitinib,her2
608,"(clarithromycin,cyp3a)",4,308,6,6,6,93,246,8,20,0,0,clarithromycin,cyp3a
3129,"(spermine,ssat)",17,309,20,22,27,175,247,2,42,0,0,spermine,ssat
1003,"(diclofenac,cyp2c9)",7,310,19,20,23,35,248,3,85,1,0,diclofenac,cyp2c9
400,"(capsaicin,igf-i)",8,311,9,9,19,28,32,17,27,0,0,capsaicin,igf-i
185,"(arsenite,hsp72)",16,312,18,24,29,45,249,25,8,0,0,arsenite,hsp72
69,"(aldosterone,nedd4-2)",8,313,9,9,19,28,32,17,12,0,0,aldosterone,nedd4-2
3261,"(telmisartan,ppar-gamma)",5,314,5,5,5,6,250,14,50,0,1,telmisartan,ppar-gamma
2572,"(pge2,cyp19)",5,315,5,25,40,176,251,14,9,0,0,pge2,cyp19
1735,"(icatibant,kallikrein)",8,316,38,61,70,177,252,17,15,0,0,icatibant,kallikrein
739,"(curcumin,il-1)",18,317,34,58,66,178,253,21,8,0,0,curcumin,il-1
2392,"(norepinephrine,cort)",9,318,10,10,10,104,254,6,5,0,0,norepinephrine,cort
975,"(dextromethorphan,cyp2d6)",7,319,19,20,23,35,255,3,239,1,0,dextromethorphan,cyp2d6
830,"(dasatinib,stat3)",8,320,9,9,19,28,145,17,11,0,0,dasatinib,stat3
399,"(capsaicin,glp-1)",8,321,9,9,19,28,32,17,11,0,0,capsaicin,glp-1
620,"(clomiphene,gnrh)",9,322,10,10,10,134,176,6,60,0,0,clomiphene,gnrh
3212,"(tacrolimus,p-gp)",13,323,14,14,14,20,24,11,39,0,0,tacrolimus,p-gp
1716,"(hyaluronidase,phospholipase)",13,324,14,63,73,179,256,11,18,0,0,hyaluronidase,phospholipase
691,"(creatine,asat)",18,325,34,44,52,180,257,21,13,0,0,creatine,asat
2310,"(naloxone,alpha-msh)",9,326,10,10,10,104,258,6,9,0,0,naloxone,alpha-msh
1136,"(erythromycin,nadph)",3,327,3,3,3,48,55,20,6,0,0,erythromycin,nadph
831,"(dasatinib,stat5)",4,328,39,62,72,181,259,8,8,0,1,dasatinib,stat5
481,"(celecoxib,vegf)",2,329,2,2,2,77,93,7,28,1,0,celecoxib,vegf
2471,"(oxycodone,cyp2d6)",7,330,8,8,8,87,108,3,30,1,0,oxycodone,cyp2d6
479,"(celecoxib,tcf-1)",5,331,5,48,56,119,260,14,7,0,0,celecoxib,tcf-1
2008,"(lactulose,beta-galactosidase)",8,332,38,61,70,182,261,17,7,0,0,lactulose,beta-galactosidase
3001,"(rosiglitazone,cyp2c8)",7,333,8,8,8,89,217,3,14,0,0,rosiglitazone,cyp2c8
1279,"(fenofibrate,ppar-alpha)",5,334,21,33,39,68,262,14,36,1,1,fenofibrate,ppar-alpha
718,"(curcumin,caspase-3)",5,335,5,5,5,6,136,14,40,0,0,curcumin,caspase-3
1875,"(imipramine,ugt1a4)",7,336,27,36,44,108,137,3,9,0,0,imipramine,ugt1a4
184,"(arsenite,hsp70)",5,337,5,48,56,119,263,14,34,0,0,arsenite,hsp70
396,"(capsaicin,cox-2)",8,338,9,9,9,43,63,17,11,0,0,capsaicin,cox-2
3251,"(taxanes,bcl-2)",20,339,37,64,74,183,264,9,13,0,0,taxanes,bcl-2
3282,"(tetrahydrobiopterin,enos)",14,340,15,15,15,184,265,23,106,0,1,tetrahydrobiopterin,enos
158,"(aprotinin,par1)",21,341,29,38,75,185,266,19,12,0,0,aprotinin,par1
969,"(dexfenfluramine,niddm)",10,342,11,11,11,13,267,24,6,0,0,dexfenfluramine,niddm
3329,"(tolcapone,catechol-o-methyltransferase)",13,343,14,14,14,125,268,11,47,0,1,tolcapone,catechol-o-methyltransferase
681,"(corticotropin,crh-r1)",6,344,7,7,7,8,269,12,8,0,0,corticotropin,crh-r1
2507,"(paclitaxel,pi3k)",7,345,27,36,44,186,270,3,8,0,0,paclitaxel,pi3k
3128,"(spermine,phospholipase)",13,346,14,63,73,179,256,11,10,0,0,spermine,phospholipase
3144,"(staurosporine,phospholipase)",4,347,6,6,6,93,271,8,30,0,0,staurosporine,phospholipase
375,"(calcitriol,fgf-23)",5,348,5,25,40,107,272,14,19,0,0,calcitriol,fgf-23
2600,"(pge2,mpges-1)",2,349,2,2,2,27,187,7,94,0,0,pge2,mpges-1
1926,"(infliximab,icer)",8,350,9,9,19,28,32,17,6,0,0,infliximab,icer
1730,"(hydroxyurea,cds1)",1,351,1,1,1,1,107,13,13,0,0,hydroxyurea,cds1
3380,"(troglitazone,ent1)",4,352,6,6,6,102,199,8,10,0,1,troglitazone,ent1
2523,"(paracetamol,cox-2)",4,353,6,6,6,102,273,8,23,1,1,paracetamol,cox-2
545,"(cisapride,herg)",16,354,23,65,76,187,274,25,42,0,1,cisapride,herg
2522,"(paracetamol,cox-1)",4,355,6,6,6,41,275,8,12,1,1,paracetamol,cox-1
1828,"(il-2,nkg2d)",16,356,18,24,29,45,276,25,33,0,0,il-2,nkg2d
663,"(collagenase,timp)",22,357,31,66,77,188,277,22,113,0,0,collagenase,timp
2790,"(pyridostigmine,igf-i)",5,358,5,25,40,107,135,14,5,0,0,pyridostigmine,igf-i
754,"(curcumin,p-gp)",18,359,34,67,78,189,278,21,15,1,0,curcumin,p-gp
1933,"(irinotecan,ces2)",8,360,9,9,19,28,279,17,12,1,0,irinotecan,ces2
3076,"(simvastatin,cyr61)",3,361,3,3,3,4,5,20,5,0,0,simvastatin,cyr61
2011,"(lamotrigine,ugt1a4)",7,362,8,8,8,87,108,3,8,1,0,lamotrigine,ugt1a4
2327,"(naringenin,tslp)",3,363,3,46,54,190,280,20,5,0,0,naringenin,tslp
1676,"(hemin,nrf2)",12,364,22,28,34,83,102,1,9,0,0,hemin,nrf2
947,"(dexamethasone,phospholipase)",4,365,6,6,6,148,281,8,101,0,0,dexamethasone,phospholipase
2814,"(raloxifene,ki-67)",8,366,40,68,79,191,282,17,5,0,0,raloxifene,ki-67
147,"(anticholinesterases,cholinesterase)",18,367,34,58,66,192,283,21,9,0,0,anticholinesterases,cholinesterase
750,"(curcumin,nf-kappab)",4,368,6,6,6,7,9,8,231,0,0,curcumin,nf-kappab
1318,"(fk506,fkbp-12)",14,369,28,37,45,193,284,23,45,0,1,fk506,fkbp-12
2801,"(quinacrine,phospholipase)",22,370,31,40,48,98,285,22,179,0,0,quinacrine,phospholipase
3038,"(salbutamol,copd)",10,371,11,11,11,81,286,24,62,0,0,salbutamol,copd
1654,"(haloperidol,cyp2d6)",22,372,31,66,77,194,287,22,42,1,0,haloperidol,cyp2d6
980,"(dhea,factor-1)",5,373,21,26,31,113,143,14,6,0,0,dhea,factor-1
945,"(dexamethasone,pepck)",16,374,18,24,29,195,288,25,39,0,0,dexamethasone,pepck
3007,"(rosiglitazone,icam-1)",22,375,31,43,80,196,289,22,11,0,0,rosiglitazone,icam-1
832,"(daunorubicin,dt-diaphorase)",7,376,8,8,8,197,290,3,6,0,0,daunorubicin,dt-diaphorase
1788,"(il-2,cx3cr1)",8,377,9,9,9,10,291,17,5,0,0,il-2,cx3cr1
570,"(cisplatin,ho-1)",11,378,12,12,12,198,292,18,24,0,0,cisplatin,ho-1
137,"(anakinra,il-1)",4,379,4,4,4,5,293,8,99,0,0,anakinra,il-1
841,"(debrisoquin,cyp2d6)",17,380,20,69,81,199,294,2,9,0,0,debrisoquin,cyp2d6
2736,"(promethazine,calmodulin)",13,381,14,14,14,20,227,11,7,0,1,promethazine,calmodulin
1954,"(isoproterenol,beta-glucuronidase)",11,382,17,17,18,61,117,18,6,0,0,isoproterenol,beta-glucuronidase
770,"(cyclophosphamide,cyp2b6)",7,383,19,20,26,200,295,3,26,1,0,cyclophosphamide,cyp2b6
1455,"(g-csf,lenograstim)",2,384,2,2,2,3,22,7,33,0,0,g-csf,lenograstim
2033,"(lenograstim,g-csf)",2,385,2,2,2,3,22,7,33,0,0,lenograstim,g-csf
360,"(buserelin,lhrh)",5,386,21,33,39,156,214,14,61,0,0,buserelin,lhrh
3085,"(simvastatin,mcp-1)",3,387,3,46,54,201,296,20,18,0,0,simvastatin,mcp-1
1537,"(genistein,mmp-9)",8,388,9,9,9,80,98,17,8,0,0,genistein,mmp-9
2917,"(resveratrol,mcp-1)",16,389,18,24,29,62,97,25,21,0,0,resveratrol,mcp-1
1122,"(epirubicin,g-csf)",2,390,2,2,2,79,95,7,34,0,0,epirubicin,g-csf
1265,"(fasudil,rhoa)",4,391,6,6,6,41,297,8,13,0,0,fasudil,rhoa
3185,"(sunitinib,abcg2)",7,392,8,8,8,106,134,3,8,0,0,sunitinib,abcg2
2478,"(oxytocin,gnrh)",2,393,2,2,2,202,298,7,62,0,0,oxytocin,gnrh
1082,"(doxorubicin,survivin)",8,394,9,9,9,80,98,17,17,0,0,doxorubicin,survivin
3459,"(verapamil,nm23)",18,395,34,58,66,203,299,21,5,0,0,verapamil,nm23
3236,"(tamoxifen,nadph)",9,396,10,23,28,76,92,6,8,0,0,tamoxifen,nadph
152,"(apap,sulfotransferase)",17,397,20,22,27,204,300,2,7,0,0,apap,sulfotransferase
3286,"(theophylline,copd)",10,398,11,11,11,130,172,24,152,0,0,theophylline,copd
3049,"(secretin,calcitonin)",16,399,18,19,21,90,301,25,17,0,0,secretin,calcitonin
2627,"(phenprocoumon,cyp2c9)",7,400,8,8,8,205,302,3,27,0,0,phenprocoumon,cyp2c9
719,"(curcumin,caspase-8)",12,401,22,28,34,206,303,1,7,0,0,curcumin,caspase-8
974,"(dextromethorphan,cyp2c9)",8,402,9,9,19,28,32,17,8,0,0,dextromethorphan,cyp2c9
431,"(carbamazepine,cyp3a)",17,403,20,69,81,207,304,2,14,0,0,carbamazepine,cyp3a
946,"(dexamethasone,pghs-2)",3,404,3,46,54,201,305,20,19,0,0,dexamethasone,pghs-2
1391,"(fluvoxamine,cyp3a4)",4,405,6,6,6,14,181,8,7,1,0,fluvoxamine,cyp3a4
373,"(calcitriol,cyp24a1)",16,406,18,24,43,126,306,25,11,0,0,calcitriol,cyp24a1
1273,"(fenofibrate,enos)",16,407,18,19,21,30,34,25,12,0,0,fenofibrate,enos
647,"(colchicine,mdr1)",7,408,8,8,8,87,230,3,36,1,0,colchicine,mdr1
2784,"(protamine,tfpi)",17,409,20,69,81,208,307,2,8,0,0,protamine,tfpi
2206,"(metoclopramide,gastrin)",3,410,3,3,3,209,308,20,5,0,0,metoclopramide,gastrin
2718,"(prednisone,p-gp)",7,411,27,36,44,86,240,3,6,1,0,prednisone,p-gp
366,"(calcein,mrp1)",7,412,8,8,8,54,114,3,30,0,0,calcein,mrp1
1829,"(il-2,p-selectin)",8,413,9,9,9,43,49,17,6,0,0,il-2,p-selectin
1706,"(hyaluronate,habp)",20,414,26,70,82,210,309,9,18,0,0,hyaluronate,habp
1872,"(imipramine,cyp2c19)",7,415,27,36,44,211,310,3,13,1,0,imipramine,cyp2c19
2515,"(pamidronate,calcitonin)",2,416,2,2,2,79,236,7,14,0,0,pamidronate,calcitonin
569,"(cisplatin,hmg1)",8,417,9,9,19,28,32,17,19,0,0,cisplatin,hmg1
2921,"(resveratrol,nadph)",8,418,38,61,70,212,311,17,9,0,0,resveratrol,nadph
2772,"(prostacyclin,cyclooxygenase-1)",9,419,10,10,10,213,312,6,21,0,0,prostacyclin,cyclooxygenase-1
2773,"(prostacyclin,cyclooxygenase-2)",2,420,2,2,2,27,187,7,25,0,0,prostacyclin,cyclooxygenase-2
1669,"(hemin,bach1)",8,421,9,9,19,28,32,17,8,0,0,hemin,bach1
2308,"(nafarelin,lhrh)",5,422,21,33,39,156,214,14,14,0,0,nafarelin,lhrh
43,"(aldosterone,a-ii)",9,423,10,10,10,104,313,6,16,0,0,aldosterone,a-ii
2031,"(lenalidomide,amyloidosis)",10,424,11,11,11,130,172,24,15,0,0,lenalidomide,amyloidosis
2699,"(pravastatin,abca1)",16,425,18,24,29,124,314,25,6,0,0,pravastatin,abca1
1093,"(doxycycline,mmp-8)",4,426,6,6,6,41,315,8,15,0,0,doxycycline,mmp-8
448,"(carnitine,octn2)",7,427,19,20,26,214,316,3,201,0,1,carnitine,octn2
447,"(carnitine,octn1)",17,428,20,69,81,215,317,2,30,0,1,carnitine,octn1
1094,"(doxycycline,mmp-9)",18,429,24,31,71,216,318,21,40,0,0,doxycycline,mmp-9
2328,"(nateglinide,cyp2c9)",7,430,8,8,8,87,108,3,12,1,0,nateglinide,cyp2c9
1092,"(doxycycline,mmp-3)",8,431,9,9,9,217,319,17,6,0,0,doxycycline,mmp-3
670,"(corticosteroids,fsgs)",10,432,11,11,11,218,320,24,15,0,0,corticosteroids,fsgs
1091,"(doxycycline,mmp-2)",16,433,18,24,29,62,74,25,46,0,0,doxycycline,mmp-2
309,"(bethanechol,gastrin)",8,434,9,9,19,28,145,17,12,0,0,bethanechol,gastrin
2820,"(ranibizumab,vegf-a)",4,435,4,4,4,219,321,8,23,0,1,ranibizumab,vegf-a
2007,"(l-tryptophan,rna-binding)",19,436,25,55,63,220,322,15,9,0,0,l-tryptophan,rna-binding
491,"(cetrorelix,lhrh)",6,437,35,51,59,132,323,12,26,0,0,cetrorelix,lhrh
527,"(cilostazol,cd62p)",11,438,12,12,12,221,324,18,7,0,0,cilostazol,cd62p
1801,"(il-2,ifn-alpha)",2,439,2,2,2,2,3,7,264,0,0,il-2,ifn-alpha
3342,"(tramadol,cyp2d6)",7,440,19,20,23,35,325,3,66,1,0,tramadol,cyp2d6
2768,"(propranolol,vegf)",8,441,9,9,9,80,98,17,9,0,0,propranolol,vegf
2950,"(riluzole,gdnf)",9,442,10,23,28,222,326,6,8,0,0,riluzole,gdnf
2460,"(osi-774,egfr)",4,443,6,6,6,223,327,8,21,1,1,osi-774,egfr
897,"(dexamethasone,gilz)",11,444,17,17,18,224,328,18,20,0,0,dexamethasone,gilz
3106,"(sn-38,abcg2)",8,445,9,9,19,28,32,17,27,0,0,sn-38,abcg2
2263,"(moclobemide,cyp2c19)",7,446,27,36,44,147,196,3,7,1,0,moclobemide,cyp2c19
2978,"(rivastigmine,butyrylcholinesterase)",18,447,24,31,71,225,329,21,12,0,1,rivastigmine,butyrylcholinesterase
827,"(dapsone,cyp2c9)",5,448,5,25,30,226,330,14,14,0,0,dapsone,cyp2c9
2812,"(raloxifene,enos)",5,449,5,25,30,226,331,14,17,0,0,raloxifene,enos
1166,"(estradiol,cyp3a4)",7,450,8,8,8,205,332,3,15,0,0,estradiol,cyp3a4
1869,"(imipenem,ml-1)",8,451,9,9,19,28,333,17,6,0,0,imipenem,ml-1
50,"(aldosterone,as160)",11,452,17,17,18,33,334,18,6,0,0,aldosterone,as160
1441,"(g-csf,filgrastim)",2,453,2,2,2,2,3,7,111,0,0,g-csf,filgrastim
1307,"(filgrastim,g-csf)",2,454,2,2,2,2,3,7,111,0,0,filgrastim,g-csf
1664,"(halothane,calmodulin)",19,455,25,55,63,220,335,15,7,0,0,halothane,calmodulin
3234,"(tamoxifen,mcp-1)",16,456,18,24,29,227,336,25,6,0,0,tamoxifen,mcp-1
2089,"(lovastatin,pten)",11,457,12,12,12,152,208,18,5,0,0,lovastatin,pten
1756,"(il-1ra,il1rn)",12,458,13,13,13,100,126,1,37,0,0,il-1ra,il1rn
1062,"(doxorubicin,bcl-2)",16,459,18,24,29,45,52,25,58,0,0,doxorubicin,bcl-2
3474,"(vincristine,mrp1)",7,460,8,8,8,54,337,3,29,0,0,vincristine,mrp1
361,"(buspirone,5-ht1a)",5,461,21,33,39,68,262,14,238,0,1,buspirone,5-ht1a
3445,"(vatalanib,vegf)",4,462,6,6,6,41,338,8,16,0,0,vatalanib,vegf
2552,"(perindopril,vegf)",11,463,17,17,18,224,339,18,6,0,0,perindopril,vegf
851,"(delavirdine,cyp3a4)",4,464,6,6,6,41,71,8,8,0,0,delavirdine,cyp3a4
2813,"(raloxifene,igf-i)",16,465,18,24,29,167,340,25,13,0,0,raloxifene,igf-i
2740,"(propafenone,cyp2d6)",7,466,8,8,8,54,62,3,18,1,0,propafenone,cyp2d6
357,"(bupropion,cyp2b6)",7,467,27,50,58,131,341,3,62,1,0,bupropion,cyp2b6
3300,"(thioridazine,calmodulin)",4,468,4,4,4,5,342,8,10,0,0,thioridazine,calmodulin
3431,"(vasopressin,beta-endorphin)",5,469,21,26,31,113,143,14,22,0,0,vasopressin,beta-endorphin
2283,"(n-acetylcysteine,nadph)",9,470,10,10,10,12,101,6,13,0,0,n-acetylcysteine,nadph
867,"(dexamethasone,aromatase)",16,471,18,21,83,228,343,25,53,0,0,dexamethasone,aromatase
3334,"(topotecan,bcrp)",7,472,8,8,8,87,230,3,36,0,0,topotecan,bcrp
77,"(aldosterone,per1)",8,473,9,9,19,28,333,17,9,0,0,aldosterone,per1
3249,"(taurine,kallikrein)",12,474,22,28,34,229,344,1,5,0,0,taurine,kallikrein
2502,"(paclitaxel,nfkappab)",12,475,22,45,53,110,345,1,6,0,0,paclitaxel,nfkappab
904,"(dexamethasone,ifn-gamma)",22,476,31,43,51,230,346,22,66,0,0,dexamethasone,ifn-gamma
1160,"(estradiol,creb)",5,477,5,25,40,70,84,14,22,0,0,estradiol,creb
2597,"(pge2,ml-1)",11,478,17,17,18,137,180,18,37,0,0,pge2,ml-1
2937,"(ribavirin,eif4e)",4,479,6,6,6,231,347,8,17,0,0,ribavirin,eif4e
2068,"(losartan,cyp2c9)",7,480,19,20,23,35,348,3,68,1,0,losartan,cyp2c9
3330,"(tolcapone,comt)",15,481,16,16,16,22,349,10,103,0,1,tolcapone,comt
129,"(amitriptyline,trka)",19,482,25,34,41,73,350,15,7,0,1,amitriptyline,trka
649,"(colchicine,p-gp)",7,483,27,36,44,232,351,3,25,1,0,colchicine,p-gp
1332,"(fk506,nf-kappab)",5,484,5,5,5,6,8,14,11,0,0,fk506,nf-kappab
403,"(capsaicin,pi3k)",12,485,22,28,34,229,344,1,12,0,0,capsaicin,pi3k
58,"(aldosterone,dheas)",9,486,10,10,10,101,352,6,8,0,0,aldosterone,dheas
1447,"(g-csf,il-1)",2,487,2,2,2,3,4,7,125,0,0,g-csf,il-1
2807,"(quinidine,herg)",12,488,22,28,34,170,241,1,31,1,1,quinidine,herg
2161,"(metformin,alpha-glucosidase)",13,489,14,14,14,125,164,11,18,0,0,metformin,alpha-glucosidase
167,"(aripiprazole,5-ht1a)",5,490,21,26,31,63,225,14,16,0,1,aripiprazole,5-ht1a
1425,"(forskolin,raf-1)",13,491,14,14,14,20,24,11,7,0,0,forskolin,raf-1
1233,"(etoposide,brca1)",8,492,9,9,19,28,152,17,8,0,0,etoposide,brca1
3248,"(taurine,glyrs)",5,493,21,33,39,233,353,14,16,0,0,taurine,glyrs
1794,"(il-2,g-csf)",2,494,2,2,2,3,22,7,35,0,0,il-2,g-csf
1417,"(forskolin,nachr)",8,495,9,9,9,43,49,17,8,0,0,forskolin,nachr
1451,"(g-csf,il-5)",9,496,10,23,28,85,105,6,11,0,0,g-csf,il-5
1682,"(hyaluronan,adiponectin)",9,497,10,10,10,104,313,6,6,0,0,hyaluronan,adiponectin
417,"(carbachol,cgrp)",8,498,9,9,19,28,32,17,12,0,0,carbachol,cgrp
2212,"(metyrapone,adrenocorticotropin)",8,499,9,47,55,234,354,17,5,0,0,metyrapone,adrenocorticotropin
1059,"(doxazosin,pc-3)",14,500,28,37,45,235,355,23,10,0,0,doxazosin,pc-3
3253,"(tcgf,lymphokine)",9,501,10,23,28,85,105,6,8,0,0,tcgf,lymphokine
1783,"(il-2,cd86)",2,502,2,2,2,236,356,7,18,0,0,il-2,cd86
1782,"(il-2,cd80)",2,503,2,2,2,2,3,7,46,0,0,il-2,cd80
628,"(clopidogrel,cyp2c19)",22,504,31,66,77,194,357,22,215,0,0,clopidogrel,cyp2c19
3184,"(sunitinib,abcb1)",7,505,8,8,8,54,358,3,10,0,0,sunitinib,abcb1
3505,"(zileuton,leukotriene)",22,506,31,40,48,98,359,22,44,0,0,zileuton,leukotriene
2145,"(melphalan,amyloidosis)",10,507,11,11,11,130,172,24,87,0,0,melphalan,amyloidosis
3377,"(troglitazone,cyp3a)",12,508,22,49,57,237,360,1,7,0,0,troglitazone,cyp3a
2569,"(pge2,cox-2)",2,509,2,2,2,2,361,7,749,0,0,pge2,cox-2
2658,"(pioglitazone,ampk)",11,510,17,17,18,224,339,18,8,0,0,pioglitazone,ampk
2568,"(pge2,cox-1)",2,511,2,2,2,2,361,7,125,0,0,pge2,cox-1
1331,"(fk506,il-5)",8,512,9,9,9,69,83,17,5,0,0,fk506,il-5
3444,"(vasopressin,v1br)",6,513,7,7,22,92,113,12,21,0,1,vasopressin,v1br
3208,"(tacrolimus,fkbp-12)",4,514,6,6,6,238,362,8,8,0,1,tacrolimus,fkbp-12
2490,"(paclitaxel,cox-2)",1,515,1,1,1,239,363,13,6,0,0,paclitaxel,cox-2
2815,"(raloxifene,menin)",8,516,9,47,55,116,364,17,6,0,0,raloxifene,menin
1543,"(genistein,pc-3)",8,517,38,61,70,212,311,17,30,0,0,genistein,pc-3
680,"(corticotropin,adrenocorticotropin)",5,518,21,26,31,240,365,14,19,0,0,corticotropin,adrenocorticotropin
684,"(coumarin,cyp2a6)",7,519,19,20,23,35,248,3,86,1,0,coumarin,cyp2a6
1315,"(fk506,caspase-3)",21,520,29,38,46,94,177,19,6,0,0,fk506,caspase-3
646,"(colchicine,il-1)",16,521,18,24,29,241,366,25,24,0,0,colchicine,il-1
193,"(artemisinin,cdk2)",20,522,37,56,64,242,367,9,7,0,0,artemisinin,cdk2
326,"(bleomycin,cox-2)",11,523,12,71,84,243,368,18,6,0,0,bleomycin,cox-2
194,"(artemisinin,cdk4)",3,524,3,3,3,244,369,20,9,0,0,artemisinin,cdk4
2237,"(minocycline,caspase-3)",18,525,30,39,47,97,370,21,14,0,1,minocycline,caspase-3
1681,"(hpth,pthrp)",2,526,2,2,2,26,371,7,16,0,0,hpth,pthrp
2423,"(octreotide,igf-i)",16,527,23,65,76,187,274,25,75,0,0,octreotide,igf-i
2581,"(pge2,igf-i)",5,528,5,25,30,47,372,14,54,0,0,pge2,igf-i
1643,"(gp120,icam-1)",2,529,2,32,38,245,373,7,11,0,0,gp120,icam-1
3487,"(vorinostat,hdac)",4,530,6,6,6,150,374,8,57,0,0,vorinostat,hdac
2769,"(prostacyclin,calcitonin)",9,531,10,10,10,104,375,6,8,0,0,prostacyclin,calcitonin
1944,"(isoflurane,lfa-1)",5,532,21,26,31,49,376,14,12,0,0,isoflurane,lfa-1
2533,"(paroxetine,cyp2d6)",15,533,16,16,16,22,349,10,94,1,0,paroxetine,cyp2d6
687,"(coxibs,cox-2)",4,534,6,6,6,150,374,8,164,1,0,coxibs,cox-2
686,"(coxibs,cox-1)",4,535,6,6,6,246,377,8,23,0,0,coxibs,cox-1
1006,"(diclofenac,ugt2b7)",13,536,14,14,14,20,24,11,5,0,0,diclofenac,ugt2b7
232,"(atra,bcl-2)",16,537,18,24,29,127,202,25,49,0,0,atra,bcl-2
1672,"(hemin,ho-2)",1,538,1,1,1,1,107,13,13,0,0,hemin,ho-2
180,"(arsenite,cyp3a4)",2,539,2,2,2,3,22,7,8,0,0,arsenite,cyp3a4
1671,"(hemin,ho-1)",16,540,18,72,85,247,378,25,286,0,0,hemin,ho-1
1224,"(etanercept,il-1)",23,541,32,73,86,248,379,16,12,0,0,etanercept,il-1
1822,"(il-2,lfa-1)",2,542,2,32,38,249,380,7,33,0,0,il-2,lfa-1
557,"(cisplatin,cd44)",8,543,9,9,19,28,32,17,8,0,0,cisplatin,cd44
3402,"(urokinase,pai-1)",6,544,7,7,22,31,203,12,120,0,1,urokinase,pai-1
3400,"(urokinase,kallikrein)",5,545,21,26,31,49,376,14,18,0,0,urokinase,kallikrein
3403,"(urokinase,pai-2)",4,546,6,6,6,250,381,8,29,0,1,urokinase,pai-2
3032,"(ru486,aromatase)",9,547,10,10,10,12,169,6,15,0,0,ru486,aromatase
895,"(dexamethasone,gastrin)",3,548,3,3,3,4,382,20,7,0,0,dexamethasone,gastrin
408,"(capsaicin,trpv1)",5,549,21,33,39,159,223,14,625,0,0,capsaicin,trpv1
702,"(creatine,transamidinase)",24,550,36,52,60,251,383,4,14,0,0,creatine,transamidinase
3464,"(vildagliptin,dpp-4)",4,551,6,6,6,150,222,8,76,0,1,vildagliptin,dpp-4
3176,"(sulindac,survivin)",11,552,12,71,84,243,368,18,7,0,0,sulindac,survivin
3012,"(rosiglitazone,mmp-9)",22,553,31,74,87,252,384,22,18,0,0,rosiglitazone,mmp-9
3368,"(triiodothyronine,shbg)",9,554,10,10,10,101,127,6,6,0,0,triiodothyronine,shbg
2909,"(resveratrol,fasl)",2,555,2,75,88,253,385,7,5,0,0,resveratrol,fasl
780,"(cyclophosphamide,srbc)",9,556,10,23,28,85,386,6,25,0,0,cyclophosphamide,srbc
456,"(carvedilol,sapk)",5,557,5,5,5,254,387,14,6,0,0,carvedilol,sapk
2589,"(pge2,il-1ra)",9,558,10,10,10,117,154,6,16,0,0,pge2,il-1ra
